dt,PM2.5_micro_raw,PM2.5_calibrated,PM2.5_station_truth,PM10_micro_raw,PM10_calibrated,PM10_station_truth,CO_micro_raw,CO_calibrated,CO_station_truth,NO2_micro_raw,NO2_calibrated,NO2_station_truth,SO2_micro_raw,SO2_calibrated,SO2_station_truth,O3_micro_raw,O3_calibrated,O3_station_truth
2018-11-14 20:00:00,60.8,54.18623536427471,56,109.0,99.95990084500504,112,0.8,1.3700076211049097,0.944,71.0,10.657284053902208,8,17.0,17.0,76,107.2,107.2,18
2018-11-14 21:00:00,65.5,52.11708009538116,51,120.0,87.03157680377579,89,0.8,1.2411645724961466,0.862,90.5,10.385066712522397,8,16.5,16.5,38,105.0,105.0,56
2018-11-14 22:00:00,68.0,51.33036965073207,50,124.0,83.56623726275316,85,0.7666666666666666,1.230581371730468,0.934,72.0,11.116129083282328,9,16.333333333333332,16.333333333333332,36,101.0,101.0,58
2018-11-14 23:00:00,74.0,54.66213775425621,55,131.8,80.11523160132067,85,0.74,1.2051470092224104,0.919,73.6,11.074197461506367,9,15.8,15.8,36,99.0,99.0,57
2018-11-15 00:00:00,73.0,51.55779891831091,50,129.2,76.49354343851331,81,0.7399999999999999,1.1707345541058272,0.873,68.6,11.22636654489726,9,15.8,15.8,32,98.0,98.0,59
2018-11-15 01:00:00,62.25,45.8480806023422,46,113.5,67.39123602121913,71,0.75,1.088717701625096,0.839,61.75,11.02934444945119,9,15.75,15.75,26,70.0,70.0,65
2018-11-15 02:00:00,49.0,35.004856657664924,43,97.0,52.561038821043596,59,0.7249999999999999,0.9205557085658524,0.781,55.5,11.245887501517565,10,15.25,15.25,25,41.0,41.0,68
2018-11-15 03:00:00,42.2,26.916708304447745,32,87.4,41.12494699540189,51,0.7,0.8453948996472933,0.739,59.0,10.527255507113749,9,15.0,15.0,24,50.4,50.4,69
2018-11-15 04:00:00,43.4,26.109797543131727,30,87.8,37.47966774670979,47,0.7,0.8476868079018653,0.743,52.2,10.479030056793892,9,15.4,15.4,23,42.0,42.0,64
2018-11-15 05:00:00,56.25,37.22162858746431,36,105.5,49.573523918028485,50,0.7249999999999999,1.077859061251834,0.881,60.0,9.875045122517202,8,15.75,15.75,37,82.0,82.0,39
2018-11-15 06:00:00,72.0,42.37490720634985,39,127.8,49.40525297127525,54,0.7,1.0266680710615859,0.792,71.6,9.012295082064817,7,15.6,15.6,34,89.4,89.4,38
2018-11-15 07:00:00,62.0,41.16715636820427,44,113.5,38.16144345266422,45,0.7,0.8929397150265488,0.706,72.75,8.00585862254223,6,15.75,15.75,32,89.25,89.25,41
2018-11-15 08:00:00,54.333333333333336,30.049446002027672,35,105.0,24.405864443816142,29,0.6999999999999998,0.8347014953557448,0.68,74.66666666666667,7.770755365191305,6,15.333333333333334,15.333333333333334,33,89.66666666666667,89.66666666666667,42
2018-11-15 09:00:00,44.4,20.9915671062994,27,91.4,20.50287187195842,31,0.6799999999999999,0.7967597664416959,0.733,75.6,8.380469465351544,7,15.0,15.0,37,90.6,90.6,41
2018-11-15 13:00:00,35.666666666666664,18.193586411334913,23,70.0,32.587697375600406,42,0.6999999999999998,0.7244615584980116,0.616,72.0,9.086849189549723,7,15.333333333333334,15.333333333333334,36,93.0,93.0,28
2018-11-15 14:00:00,38.4,17.944937968330812,21,77.2,25.566525199064444,29,0.7,0.721128959227605,0.598,74.0,9.183458498908912,7,15.8,15.8,42,91.8,91.8,25
2018-11-15 15:00:00,37.0,18.31901446057109,22,74.0,31.021561124536177,35,0.6999999999999998,0.7718079794960393,0.679,85.33333333333333,9.638516726163402,8,15.0,15.0,51,92.33333333333331,92.33333333333331,19
2018-11-15 16:00:00,38.2,19.697585305682388,22,78.2,32.69903504003142,36,0.72,0.8119212624254257,0.694,95.2,10.354058083077188,9,15.8,15.8,50,93.8,93.8,20
2018-11-15 17:00:00,35.2,18.200144016989107,20,70.0,34.36090699890094,36,0.72,0.7986205210699371,0.648,88.8,9.850961161045813,8,15.6,15.6,56,94.8,94.8,18
2018-11-15 18:00:00,35.333333333333336,19.760300518677724,20,69.83333333333333,39.86784896234116,41,0.7166666666666668,0.8470927723460591,0.601,88.33333333333333,10.018656800135863,8,16.166666666666668,16.166666666666668,38,94.66666666666669,94.66666666666669,30
2018-11-15 19:00:00,23.4,15.985068181190057,18,42.4,31.406818770878374,28,0.7,0.6460049421893477,0.524,61.6,9.970167057373505,8,15.2,15.2,35,86.4,86.4,34
2018-11-15 20:00:00,38.833333333333336,19.72133090130582,23,77.33333333333333,26.811577398995375,29,0.7000000000000001,0.6966091243590931,0.589,77.66666666666667,11.650067349265992,11,16.166666666666668,16.166666666666668,44,89.5,89.5,24
2018-11-15 21:00:00,41.833333333333336,22.775034379332837,27,84.66666666666667,30.616611693887073,37,0.7000000000000001,0.6563021142453268,0.56,80.66666666666667,11.849839920320255,11,15.833333333333334,15.833333333333334,38,89.66666666666667,89.66666666666667,29
2018-11-15 22:00:00,37.0,16.380002442352662,20,73.33333333333333,27.299604170601533,34,0.7000000000000001,0.6168501909779405,0.53,72.16666666666667,10.643194015169673,9,15.5,15.5,32,89.83333333333333,89.83333333333333,32
2018-11-15 23:00:00,37.333333333333336,13.655481079395047,17,74.16666666666667,17.07607971591755,24,0.6666666666666666,0.613743952513698,0.519,66.0,8.461610807499687,7,15.0,15.0,26,87.16666666666667,87.16666666666667,35
2018-11-16 00:00:00,35.2,9.691432298897551,12,68.4,12.774814985714285,17,0.6799999999999999,0.5701410474246598,0.499,61.6,8.377143109623443,7,14.6,14.6,21,85.8,85.8,41
2018-11-16 01:00:00,34.8,9.532655656835876,13,67.6,9.639128355959167,17,0.6599999999999999,0.5517209612654324,0.486,54.8,7.700517772704804,6,15.0,15.0,16,84.6,84.6,48
2018-11-16 02:00:00,32.0,10.147816430867804,16,62.66666666666666,10.53089284301125,17,0.6499999999999999,0.5228861138543136,0.475,49.16666666666666,8.181961890243736,7,14.833333333333334,14.833333333333334,16,40.5,40.5,51
2018-11-16 03:00:00,35.8,10.49959952452391,16,72.0,7.878037810493192,17,0.62,0.5380654500845727,0.481,45.0,7.469460313283714,6,15.0,15.0,14,41.8,41.8,49
2018-11-16 04:00:00,42.2,14.976561027758683,18,86.2,15.10213999426289,25,0.6799999999999999,0.5784027493892853,0.488,49.2,7.595757917863414,6,15.4,15.4,16,63.2,63.2,44
2018-11-16 05:00:00,42.4,17.335040097855995,23,87.0,13.349660676595574,24,0.6599999999999999,0.5384221844655864,0.479,43.2,7.419642438468051,6,14.6,14.6,15,40.6,40.6,50
2018-11-16 06:00:00,42.5,18.383206267292294,24,88.75,14.298965651633504,22,0.625,0.5589781540536598,0.504,48.5,7.491563332031528,6,15.25,15.25,25,41.5,41.5,44
2018-11-16 07:00:00,43.5,16.911769819245684,20,92.16666666666669,19.548837381699677,29,0.6666666666666666,0.6771942774561275,0.561,68.33333333333333,8.211843610848028,7,15.333333333333334,15.333333333333334,33,87.83333333333333,87.83333333333333,39
2018-11-16 08:00:00,39.4,19.412767411706703,26,78.0,17.883466303100896,22,0.6799999999999999,0.6140047180735163,0.537,58.4,8.432834613011332,7,15.0,15.0,25,69.2,69.2,62
2018-11-16 09:00:00,32.4,11.161814656294561,16,63.4,19.28405867274674,24,0.64,0.5848748012520502,0.508,55.4,8.496696671403889,7,15.2,15.2,25,47.8,47.8,70
2018-11-16 10:00:00,29.666666666666668,9.904575244308345,14,55.833333333333336,19.99824474329447,21,0.65,0.6197889086325483,0.542,57.5,8.057440964512494,6,14.833333333333334,14.833333333333334,25,47.833333333333336,47.833333333333336,74
2018-11-16 11:00:00,35.0,14.292177067304886,15,70.0,28.16438610442335,29,0.6749999999999999,0.6521186760090876,0.563,56.0,8.793878932715756,7,15.0,15.0,22,50.5,50.5,80
2018-11-16 12:00:00,39.0,17.642731388434242,21,78.2,24.149003801994205,25,0.7,0.6960701221923908,0.596,51.4,8.622703304177804,7,15.6,15.6,19,57.6,57.6,87
2018-11-16 13:00:00,43.2,20.241305837381702,22,88.8,30.267066458034293,31,0.7,0.7461431479158672,0.615,47.4,8.450652259032214,6,14.4,14.4,19,62.0,62.0,84
2018-11-16 14:00:00,39.8,19.368615840241972,23,79.4,25.48487282388823,29,0.7,0.7539393319489889,0.676,50.2,8.138627100705236,6,15.2,15.2,22,55.0,55.0,65
2018-11-16 15:00:00,41.4,15.955608168546702,16,84.4,26.449752986891156,32,0.7,0.7382154186543712,0.655,44.6,8.693507833134017,7,14.4,14.4,20,45.8,45.8,47
2018-11-16 16:00:00,41.0,16.081380707385726,19,83.0,17.03593019128538,21,0.6666666666666666,0.7299034356754507,0.652,58.0,7.611060200164998,6,15.333333333333334,15.333333333333334,22,83.66666666666667,83.66666666666667,35
2018-11-16 17:00:00,48.4,20.777219985178633,23,100.4,21.504881066085673,28,0.62,0.7555402543499545,0.659,56.2,7.5859457482869,6,15.4,15.4,24,82.8,82.8,33
2018-11-16 18:00:00,61.333333333333336,28.54112518921724,26,118.16666666666669,28.966420821072532,35,0.65,0.8295143753729475,0.658,55.5,8.144906755837388,6,15.666666666666666,15.666666666666666,28,83.66666666666667,83.66666666666667,33
2018-11-16 19:00:00,53.0,28.71978534054316,28,108.83333333333331,41.03328949626672,44,0.6833333333333332,0.8147957560029988,0.651,62.5,9.459447341014823,7,15.666666666666666,15.666666666666666,21,84.0,84.0,42
2018-11-16 20:00:00,46.75,27.016192749419595,30,97.75,32.73621722331656,39,0.6749999999999999,0.7970411694325141,0.672,45.75,9.54328223774326,8,15.0,15.0,19,47.25,47.25,47
2018-11-16 21:00:00,43.75,25.71491710846957,29,89.25,33.48223835692919,40,0.6749999999999999,0.7851442950573015,0.685,46.75,8.867072932145781,7,15.25,15.25,18,65.25,65.25,46
2018-11-16 22:00:00,43.5,24.98702057400631,31,87.0,28.2603820523978,35,0.6833333333333332,0.7559882514554803,0.678,55.0,8.22761945184784,6,15.333333333333334,15.333333333333334,23,82.33333333333333,82.33333333333333,42
2018-11-16 23:00:00,42.5,30.780425816302767,42,87.5,29.17108064869086,36,0.7000000000000001,0.7641708334622661,0.666,50.66666666666666,10.005317118495599,9,15.333333333333334,15.333333333333334,21,81.83333333333333,81.83333333333333,42
2018-11-17 00:00:00,45.16666666666666,22.884011512133114,26,94.66666666666669,29.998892558516914,37,0.7000000000000001,0.7244892842952042,0.648,45.5,10.938627944456586,10,16.166666666666668,16.166666666666668,18,37.833333333333336,37.833333333333336,46
2018-11-17 01:00:00,34.833333333333336,23.215402051620764,26,69.5,33.72979191416064,41,0.7000000000000001,0.6349909415636396,0.548,44.5,10.420917401188293,8,15.833333333333334,15.833333333333334,16,36.833333333333336,36.833333333333336,48
2018-11-17 02:00:00,19.25,10.8342258056383,18,35.0,22.446746215053416,28,0.625,0.5049725450236862,0.445,40.0,8.147553592380538,6,15.0,15.0,12,41.75,41.75,53
2018-11-17 03:00:00,16.0,7.36953567582969,11,29.33333333333333,18.568833888292332,17,0.6,0.48626249585873016,0.44,38.0,8.240419453579431,6,15.0,15.0,15,44.0,44.0,48
2018-11-17 04:00:00,19.0,6.156504527895059,8,33.75,17.288375031183683,22,0.6,0.5018201195498586,0.471,44.0,9.65592250951363,8,15.0,15.0,19,38.0,38.0,38
2018-11-17 05:00:00,30.0,15.165218216488418,19,58.0,31.365944176505337,25,0.6,0.6015464127037233,0.498,48.0,9.591564929756448,8,15.0,15.0,21,79.0,79.0,36
2018-11-17 06:00:00,28.0,10.8626977175235,15,50.6,22.42788130633099,26,0.6,0.6132517065675759,0.559,53.8,8.837433827001323,7,14.8,14.8,27,78.4,78.4,29
2018-11-17 07:00:00,27.666666666666668,8.05385022106927,8,54.66666666666666,25.126356235088984,27,0.6666666666666666,0.6584574375072895,0.58,63.0,8.827130590394423,7,15.333333333333334,15.333333333333334,35,81.0,81.0,19
2018-11-17 08:00:00,32.0,12.029743907464633,17,59.75,29.15632822793073,38,0.625,0.6858101178181832,0.63,65.0,9.238249573786089,8,15.25,15.25,28,81.25,81.25,26
2018-11-17 09:00:00,28.166666666666668,12.763730525978177,17,52.0,32.202710176182904,38,0.7000000000000001,0.7440932764562505,0.685,62.66666666666666,9.56330009750468,8,15.166666666666666,15.166666666666666,26,82.5,82.5,39
2018-11-17 10:00:00,27.25,11.521268026264051,15,50.5,33.97475186420021,40,0.7,0.6873036933954927,0.587,59.0,8.933898901052789,7,14.75,14.75,33,75.5,75.5,34
2018-11-17 11:00:00,28.666666666666668,9.620580476362223,13,55.66666666666666,34.57501340343536,40,0.6333333333333333,0.6715943933988037,0.576,62.333333333333336,8.791371906297494,7,15.333333333333334,15.333333333333334,30,87.33333333333333,87.33333333333333,39
2018-11-17 12:00:00,32.166666666666664,11.87031673369757,16,62.16666666666666,37.485487651549235,46,0.6833333333333332,0.6517958167186623,0.575,63.5,8.929192494624072,7,15.5,15.5,31,87.16666666666667,87.16666666666667,38
2018-11-17 13:00:00,32.0,12.936339809704128,15,63.0,41.767893250438846,52,0.7,0.6422280366115724,0.543,61.0,9.550593217012223,8,14.5,14.5,31,88.25,88.25,39
2018-11-17 14:00:00,30.8,16.179723261598134,21,59.8,40.42820581068992,47,0.7,0.6413645894555671,0.555,65.4,9.700657131894257,8,14.6,14.6,38,88.8,88.8,34
2018-11-17 15:00:00,30.75,15.078426910900186,16,60.0,42.713305792595946,47,0.7,0.6771036665281976,0.58,77.25,9.66307007768251,8,15.5,15.5,42,89.5,89.5,31
2018-11-17 16:00:00,30.33333333333333,23.097619672297753,28,58.66666666666666,42.00553701095632,46,0.6999999999999998,0.6753294782634283,0.569,75.33333333333333,9.870940669222517,8,15.666666666666666,15.666666666666666,43,90.66666666666669,90.66666666666669,35
2018-11-17 17:00:00,31.0,22.49878140005068,20,60.333333333333336,53.727465815423024,59,0.6333333333333333,0.7564186887536604,0.626,70.33333333333333,9.201607135780483,7,14.0,14.0,43,89.33333333333333,89.33333333333333,34
2018-11-17 18:00:00,34.4,22.76102138393979,30,68.8,47.436467147613605,55,0.7,0.7302004868764456,0.631,78.8,8.971671043347278,7,15.0,15.0,43,89.8,89.8,32
2018-11-17 19:00:00,40.66666666666666,18.285079927840776,20,83.33333333333333,38.607007039998884,47,0.6833333333333332,0.7216976700789192,0.624,80.0,8.323264135478423,6,15.833333333333334,15.833333333333334,40,91.0,91.0,31
2018-11-17 20:00:00,51.2,26.05811256845473,25,103.6,36.95084938777483,43,0.7,0.7945261957405017,0.642,83.8,7.864377192212239,6,15.2,15.2,42,88.6,88.6,26
2018-11-17 21:00:00,50.16666666666666,26.184829377901558,30,101.5,30.315487755602142,37,0.6666666666666666,0.7334170531152839,0.587,81.16666666666667,7.80545771324834,6,15.166666666666666,15.166666666666666,37,87.0,87.0,28
2018-11-17 22:00:00,52.4,22.71612281249613,26,104.6,20.55847943154408,27,0.7,0.7363255260338673,0.587,76.8,7.49850163394467,6,15.0,15.0,32,85.0,85.0,28
2018-11-17 23:00:00,55.6,25.410536706905056,27,110.6,22.564824895864973,27,0.64,0.7686249322668732,0.608,70.4,7.548981490461734,6,15.4,15.4,28,85.2,85.2,31
2018-11-18 00:00:00,47.2,18.783804754010788,23,96.2,13.039042337288516,21,0.6799999999999999,0.6817833826834904,0.579,64.0,7.3014103389000935,6,15.4,15.4,24,82.6,82.6,35
2018-11-18 01:00:00,44.0,17.297062565801355,22,89.0,12.44853171602569,20,0.64,0.5972184220980913,0.507,55.8,7.408999039979325,6,15.4,15.4,14,82.4,82.4,54
2018-11-18 02:00:00,39.333333333333336,9.661549363750675,13,78.66666666666667,4.073521299815768,9,0.6333333333333333,0.5873870717473482,0.562,43.16666666666666,6.7279982874826905,5,15.166666666666666,15.166666666666666,14,44.333333333333336,44.333333333333336,60
2018-11-18 03:00:00,43.8,11.712249063541764,15,88.6,5.877811841754047,13,0.62,0.5718003066383235,0.529,50.2,7.356432357015664,6,15.0,15.0,16,59.6,59.6,55
2018-11-18 04:00:00,43.6,13.080097320241732,18,88.6,6.5540753219837224,14,0.6199999999999999,0.546303408414347,0.504,46.2,7.800185204080022,6,15.0,15.0,12,38.4,38.4,56
2018-11-18 05:00:00,41.8,13.446025249264716,18,84.4,6.109649113859154,13,0.6799999999999999,0.575384780477429,0.522,45.2,7.54980188088261,6,15.2,15.2,16,39.2,39.2,49
2018-11-18 06:00:00,44.2,12.64571131005322,15,90.8,7.391311726185519,12,0.62,0.6332174947174835,0.555,50.4,7.311950354856105,6,15.4,15.4,20,77.2,77.2,43
2018-11-18 07:00:00,40.75,17.4707736150773,24,81.25,10.333882304628377,18,0.65,0.5902853341428241,0.508,48.75,6.879904745891281,5,15.5,15.5,24,39.75,39.75,45
2018-11-18 08:00:00,39.8,13.421250449010047,19,78.8,9.625709682114467,18,0.6,0.5965726761121594,0.509,58.0,6.711917301265349,5,15.2,15.2,25,83.6,83.6,40
2018-11-18 09:00:00,39.0,12.347173390636948,18,75.33333333333333,10.25977509694261,19,0.6666666666666666,0.6306136335625167,0.552,68.0,7.296970726104194,6,15.0,15.0,37,83.33333333333333,83.33333333333333,24
2018-11-18 10:00:00,45.75,13.314925914113482,15,93.5,10.632792725026308,16,0.675,0.7203106041740278,0.626,68.5,7.404214262920985,6,15.0,15.0,33,81.75,81.75,26
2018-11-18 11:00:00,45.333333333333336,20.13801798919812,26,92.16666666666669,13.019877324276274,19,0.7000000000000001,0.7229248197287914,0.624,70.33333333333333,7.3700730152229355,6,15.833333333333334,15.833333333333334,31,82.66666666666667,82.66666666666667,35
2018-11-18 12:00:00,43.0,11.553924564083799,11,87.5,11.207142200686123,17,0.7,0.7586206307478636,0.643,69.25,7.261576382062065,6,16.25,16.25,33,84.0,84.0,25
2018-11-18 13:00:00,46.66666666666666,18.9103869972065,20,96.83333333333331,18.089690203665036,23,0.6666666666666666,0.7860167604301049,0.644,70.0,6.780107252620063,5,15.833333333333334,15.833333333333334,32,82.33333333333333,82.33333333333333,29
2018-11-18 14:00:00,45.8,14.271176273681386,15,93.8,15.80241605444518,25,0.68,0.7524371120120699,0.638,63.0,7.349998461814548,6,16.0,16.0,31,85.2,85.2,38
2018-11-18 15:00:00,46.66666666666666,23.343607548279884,30,96.16666666666669,16.545985512541847,25,0.7000000000000001,0.7818309319335801,0.676,68.0,6.63929273949535,5,16.166666666666668,16.166666666666668,34,85.16666666666667,85.16666666666667,38
2018-11-18 16:00:00,47.0,20.088347663537782,23,97.16666666666669,14.781118082370762,18,0.6833333333333332,0.7717459919743768,0.665,63.833333333333336,6.820042090800496,5,15.666666666666666,15.666666666666666,39,87.83333333333333,87.83333333333333,34
2018-11-18 17:00:00,47.0,22.48734326870617,26,98.0,16.17335766697105,20,0.6999999999999998,0.788455846390206,0.671,72.33333333333333,6.721731972032171,5,16.0,16.0,43,87.0,87.0,28
2018-11-18 18:00:00,50.2,23.98038043119032,26,104.4,24.376904732911704,30,0.6199999999999999,0.820422938949269,0.71,80.8,7.546939685440664,6,16.2,16.2,52,86.8,86.8,14
2018-11-18 19:00:00,61.6,32.322928973459206,30,117.0,28.108981588659837,30,0.7,0.9537170727292865,0.748,88.2,7.429551093355522,6,16.2,16.2,45,83.6,83.6,24
2018-11-18 20:00:00,66.4,38.529506642882545,38,124.4,33.8895074172067,38,0.7,0.9701516775214238,0.759,73.0,7.051674596611389,5,15.8,15.8,40,86.6,86.6,30
2018-11-18 21:00:00,61.6,37.361500803333456,36,116.0,32.67907704556632,33,0.7,1.0364702037971902,0.841,77.8,7.036596815088318,5,16.4,16.4,41,84.0,84.0,26
2018-11-18 22:00:00,60.333333333333336,43.91274416515416,41,115.33333333333331,35.99544160744713,31,0.7333333333333334,1.0770750839314098,0.713,74.66666666666667,6.977666270252145,5,16.0,16.0,36,83.0,83.0,26
2018-11-18 23:00:00,52.75,24.11680062076733,25,108.0,22.56770069737943,26,0.6749999999999999,0.9077451009281818,0.705,66.25,7.6403491386664015,6,15.25,15.25,37,75.75,75.75,21
2018-11-19 00:00:00,54.25,26.789684683948344,28,111.5,20.497953692243932,25,0.7,0.870061807322823,0.702,59.0,7.646377007307597,6,15.75,15.75,23,81.25,81.25,37
2018-11-19 01:00:00,53.833333333333336,31.550231873725835,34,112.66666666666669,24.50088718481129,31,0.7000000000000001,0.8877268669475396,0.716,50.66666666666666,7.799547400551602,6,15.5,15.5,21,77.16666666666667,77.16666666666667,40
2018-11-19 02:00:00,53.66666666666666,31.20958394511168,35,113.0,27.086389442451207,33,0.6833333333333332,0.8726851771013711,0.72,51.0,7.616740403353439,6,15.333333333333334,15.333333333333334,20,77.66666666666667,77.66666666666667,38
2018-11-19 03:00:00,65.2,41.835525336971195,43,125.2,32.43968860141597,31,0.6799999999999999,0.900325609772108,0.744,47.0,7.992571760156101,6,15.2,15.2,22,73.2,73.2,34
2018-11-19 04:00:00,66.2,47.81905955003377,48,128.6,42.7118764270961,41,0.7,0.986003509969382,0.793,46.4,9.163108814566689,7,14.8,14.8,22,60.6,60.6,32
2018-11-19 05:00:00,82.0,55.936614718534805,50,161.25,51.16688774864906,42,0.7,1.2459355422100626,0.885,53.75,9.387017038358703,7,15.5,15.5,23,75.5,75.5,24
2018-11-19 06:00:00,82.5,63.301916231980506,58,167.75,62.3487566405478,58,0.75,1.5321140683734296,1.039,47.75,10.344467685707945,8,16.0,16.0,27,75.25,75.25,24
2018-11-19 07:00:00,83.2,68.53616969052136,65,165.6,68.46438919006472,64,0.72,1.7701709963980807,1.385,57.2,11.254760890998654,9,16.6,16.6,36,78.0,78.0,18
2018-11-19 08:00:00,89.33333333333333,71.48311291861648,67,173.66666666666666,78.71872610645812,77,0.9,2.151659636939287,1.562,64.33333333333333,12.431831888222662,10,17.0,17.0,41,79.66666666666667,79.66666666666667,17
2018-11-19 09:00:00,88.8,74.51715972763101,69,173.6,79.32362266818363,77,0.8400000000000001,1.9981398338047556,1.479,64.4,12.350503184182397,10,16.4,16.4,35,78.8,78.8,25
2018-11-19 10:00:00,89.8,76.56459523464517,73,179.8,86.66774801598274,85,0.8400000000000001,2.021811431801613,1.495,65.4,12.566733587460334,10,16.0,16.0,37,81.2,81.2,27
2018-11-19 11:00:00,91.8,76.57284991296338,73,177.6,89.55944985810821,92,0.86,2.0478348157536006,1.522,68.8,12.478790068786694,10,16.6,16.6,44,84.2,84.2,29
2018-11-19 12:00:00,91.8,79.27869809396671,72,180.2,97.13885273236548,96,0.82,2.009561953727895,1.482,70.6,12.46753888105323,10,16.2,16.2,44,88.2,88.2,34
2018-11-19 13:00:00,88.33333333333333,79.06410490884392,75,168.66666666666666,92.13098490903575,87,0.9,1.959246759910057,1.484,60.333333333333336,12.818613456191768,10,15.333333333333334,15.333333333333334,44,89.0,89.0,42
2018-11-19 14:00:00,86.5,84.35255396383245,82,162.5,99.96649254746498,96,0.8500000000000001,1.9571248870524678,1.454,64.5,13.214519366402817,10,16.5,16.5,48,65.5,65.5,45
2018-11-19 15:00:00,80.0,75.23109814176986,73,156.0,92.77944602172805,92,0.8500000000000001,1.9359466309707414,1.381,79.5,12.699925306257734,10,16.5,16.5,52,96.0,96.0,41
2018-11-19 16:00:00,81.5,75.45522323117143,71,160.25,91.93981301997411,85,0.85,2.18063329285818,1.691,87.0,12.638351836996595,10,16.25,16.25,67,98.25,98.25,22
2018-11-19 17:00:00,88.66666666666667,77.7264763873936,72,179.0,102.42732865859976,100,0.9,2.5148068146545492,2.032,78.33333333333333,12.386204340902252,10,16.666666666666668,16.666666666666668,88,92.0,92.0,4
2018-11-19 18:00:00,90.75,92.388074609665,90,175.5,135.25690273970594,136,0.9125,2.4564943730365107,1.753,54.75,13.389084941537606,10,17.75,17.75,82,98.0,98.0,4
2018-11-19 19:00:00,83.0,71.3419683002004,64,159.33333333333334,99.98571783810905,103,0.85,2.1948972358741408,1.661,48.16666666666666,13.857267748065906,12,16.333333333333332,16.333333333333332,70,92.16666666666669,92.16666666666669,4
2018-11-19 20:00:00,83.5,71.57870416970604,67,162.33333333333334,93.15424521010175,95,0.8833333333333334,2.327720801962458,1.734,88.33333333333333,12.696321091024556,11,16.666666666666668,16.666666666666668,66,84.5,84.5,3
2018-11-19 21:00:00,91.6,79.01002619279718,77,176.2,90.82294258398942,95,0.9,2.333049002760351,1.69,98.0,11.847016910193135,10,17.2,17.2,64,84.2,84.2,2
2018-11-19 22:00:00,93.6,79.6512234365942,77,182.6,102.13486678931078,105,0.8400000000000001,2.226888593690487,1.61,92.2,11.070606585954824,9,18.0,18.0,59,80.0,80.0,2
2018-11-19 23:00:00,94.25,77.50623201122421,74,184.5,96.3563939950736,99,0.8625,2.287838703133958,1.664,94.75,10.939259078144186,9,18.125,18.125,54,80.75,80.75,2
2018-11-20 00:00:00,90.5,72.30648749106837,69,182.0,90.428816567857,93,0.9,2.262301401576645,1.632,88.5,10.750259967474637,9,17.5,17.5,50,78.83333333333333,78.83333333333333,3
2018-11-20 01:00:00,85.125,69.34350089004081,64,169.75,86.9997445652219,89,0.8625,2.0918341839845542,1.46,81.625,9.990014836194025,8,17.625,17.625,48,75.5,75.5,3
2018-11-20 02:00:00,85.33333333333333,71.61206258143167,72,173.0,74.07919004752432,75,0.7999999999999999,1.776228819125362,1.3,76.5,9.093819021619469,7,16.5,16.5,44,75.66666666666667,75.66666666666667,4
