PM2.5,PM10,CO,NO2,SO2,O3,Time,dt,t_days,hour_of_day,dow,month,is_weekend,sin_hour,cos_hour,sin_month,cos_month,matched,n_points,min_delta_sec,mc_PM2.5_mean,mc_PM2.5_std,mc_PM2.5_iqr,mc_PM10_mean,mc_PM10_std,mc_PM10_iqr,mc_CO_mean,mc_CO_std,mc_CO_iqr,mc_NO2_mean,mc_NO2_std,mc_NO2_iqr,mc_SO2_mean,mc_SO2_std,mc_SO2_iqr,mc_O3_mean,mc_O3_std,mc_O3_iqr,mc_WindSpeed_mean,mc_WindSpeed_std,mc_WindSpeed_iqr,mc_Pressure_mean,mc_Pressure_std,mc_Pressure_iqr,mc_Precipitation_mean,mc_Precipitation_std,mc_Precipitation_iqr,mc_Temperature_mean,mc_Temperature_std,mc_Temperature_iqr,mc_Humidity_mean,mc_Humidity_std,mc_Humidity_iqr,mc_t_days_mean,mc_t_days_std,mc_t_days_iqr,mc_hour_of_day_mean,mc_hour_of_day_std,mc_hour_of_day_iqr,mc_dow_mean,mc_dow_std,mc_dow_iqr,mc_month_mean,mc_month_std,mc_month_iqr,mc_is_weekend_mean,mc_is_weekend_std,mc_is_weekend_iqr,mc_sin_hour_mean,mc_sin_hour_std,mc_sin_hour_iqr,mc_cos_hour_mean,mc_cos_hour_std,mc_cos_hour_iqr,mc_sin_month_mean,mc_sin_month_std,mc_sin_month_iqr,mc_cos_month_mean,mc_cos_month_std,mc_cos_month_iqr
56,112,0.944,8,76,18,2018-11-14 20:00:00,2018-11-14 20:00:00,0.4166666666666667,20,2,11,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,True,5,60.0,60.8,2.4819347291981715,5.0,109.0,2.6832815729997477,4.0,0.8,0.0,0.0,71.0,17.944358444926362,11.0,17.0,0.0,0.0,107.2,0.7483314773547882,1.0,0.36000000000000004,0.10198039027185571,0.10000000000000003,1018.26,0.048989794855619,0.09999999999990905,89.8,0.0,0.0,14.0,0.0,0.0,70.0,0.0,0.0,0.41527777777777775,0.0018108895570007508,0.0027777777777778234,19.4,0.4898979485566356,1.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,-0.9259656572872164,0.048941012044959306,0.09990042250462983,0.3552914270615122,0.1181540550352058,0.24118095489747982,-0.8660254037844386,0.0,0.0,0.5000000000000001,0.0,0.0
51,89,0.862,8,38,56,2018-11-14 21:00:00,2018-11-14 21:00:00,0.4583333333333333,21,2,11,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,True,2,120.0,65.5,2.5,2.5,120.0,6.0,6.0,0.8,0.0,0.0,90.5,2.5,2.5,16.5,0.5,0.5,105.0,1.0,1.0,0.95,0.35000000000000003,0.35,1018.6,0.0,0.0,89.8,0.0,0.0,15.0,0.0,0.0,70.0,0.0,0.0,0.45694444444444443,0.001388888888888884,0.001388888888888884,20.5,0.5,0.5,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,-0.7865660924854931,0.07945931129894546,0.07945931129894546,0.6035533905932737,0.10355339059327362,0.10355339059327351,-0.8660254037844386,0.0,0.0,0.5000000000000001,0.0,0.0
50,85,0.934,9,36,58,2018-11-14 22:00:00,2018-11-14 22:00:00,0.5,22,2,11,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,True,3,60.0,68.0,0.0,0.0,124.0,2.8284271247461903,3.0,0.7666666666666666,0.047140452079103216,0.050000000000000044,72.0,0.0,0.0,16.333333333333332,0.4714045207910317,0.5,101.0,0.0,0.0,0.7999999999999999,0.16329931618554522,0.20000000000000007,1018.8666666666667,0.04714045207911389,0.05000000000006821,89.8,0.0,0.0,14.0,0.0,0.0,71.0,0.0,0.0,0.49884259259259256,0.0011803285911094366,0.001388888888888884,21.666666666666668,0.4714045207910317,0.5,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,-0.5690355937288495,0.09763107293781736,0.10355339059327362,0.8130525295851414,0.07491495713052965,0.07945931129894546,-0.8660254037844387,1.1102230246251565e-16,0.0,0.5000000000000001,0.0,0.0
55,85,0.919,9,36,57,2018-11-14 23:00:00,2018-11-14 23:00:00,0.5416666666666666,23,2,11,0,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001,True,5,0.0,74.0,1.6733200530681511,3.0,131.8,4.4,2.0,0.74,0.048989794855663606,0.10000000000000009,73.6,0.8,1.0,15.8,0.7483314773547882,1.0,99.0,0.6324555320336759,0.0,0.72,0.2785677655436824,0.5,1018.7,0.0,0.0,89.8,0.0,0.0,14.0,0.0,0.0,71.0,0.0,0.0,0.5411111111111111,0.0018839805508681234,0.002083333333333326,22.8,0.39999999999999997,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,-0.3070552360820174,0.09647238195899155,0.0,0.9459457417881423,0.03996016900185189,0.0,-0.8660254037844386,0.0,0.0,0.5000000000000001,0.0,0.0
50,81,0.873,9,32,59,2018-11-15 00:00:00,2018-11-15 00:00:00,0.5833333333333334,0,3,11,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,True,5,60.0,73.0,1.8973665961010275,3.0,129.2,5.491812087098392,6.0,0.7399999999999999,0.048989794855663606,0.10000000000000009,68.6,1.019803902718557,1.0,15.8,0.39999999999999997,0.0,98.0,0.6324555320336759,0.0,0.6399999999999999,0.20591260281974003,0.4,1018.5799999999999,0.07483314773549585,0.10000000000002274,89.8,0.0,0.0,14.0,0.0,0.0,73.0,0.6324555320336759,0.0,0.5815277777777779,0.0019934305686676768,0.002777777777777768,13.8,11.26765281680262,23.0,2.4,0.4898979485566356,1.0,11.0,0.0,0.0,0.0,0.0,0.0,-0.15529142706151294,0.12679491924311267,0.25881904510252157,0.9795554957734408,0.016692867799747987,0.03407417371093191,-0.8660254037844386,0.0,0.0,0.5000000000000001,0.0,0.0
46,71,0.839,9,26,65,2018-11-15 01:00:00,2018-11-15 01:00:00,0.625,1,3,11,0,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001,True,4,60.0,62.25,2.8613807855648994,3.25,113.5,1.6583123951777,2.5,0.75,0.050000000000000044,0.10000000000000009,61.75,0.4330127018922193,0.25,15.75,0.4330127018922193,0.25,70.0,17.334935823359714,25.5,0.65,0.20615528128088306,0.20000000000000007,1018.675,0.04330127018923178,0.024999999999977263,89.8,0.0,0.0,14.0,0.0,0.0,72.5,0.5,1.0,0.6239583333333333,0.0026670644957877015,0.0038194444444443754,0.5,0.5,1.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.12940952255126037,0.12940952255126037,0.25881904510252074,0.9829629131445341,0.017037086855465844,0.03407417371093169,-0.8660254037844386,0.0,0.0,0.5000000000000001,0.0,0.0
43,59,0.781,10,25,68,2018-11-15 02:00:00,2018-11-15 02:00:00,0.6666666666666666,2,3,11,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,True,4,60.0,49.0,1.224744871391589,1.5,97.0,2.5495097567963922,2.5,0.7249999999999999,0.043301270189221974,0.025000000000000022,55.5,0.8660254037844386,0.5,15.25,0.4330127018922193,0.25,41.0,0.7071067811865476,0.5,0.6499999999999999,0.18027756377319948,0.19999999999999996,1018.375,0.04330127018923178,0.024999999999977263,89.8,0.0,0.0,14.0,0.0,0.0,68.75,0.4330127018922193,0.25,0.6651041666666666,0.0021614409024285916,0.002951388888888906,1.5,0.5,1.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.37940952255126037,0.1205904774487396,0.2411809548974792,0.9159756150367535,0.0499502112523148,0.0999004225046296,-0.8660254037844386,0.0,0.0,0.5000000000000001,0.0,0.0
32,51,0.739,9,24,69,2018-11-15 03:00:00,2018-11-15 03:00:00,0.7083333333333334,3,3,11,0,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001,True,5,60.0,42.2,1.16619037896906,2.0,87.4,4.409081537009721,7.0,0.7,0.0,0.0,59.0,2.6832815729997477,1.0,15.0,0.6324555320336759,0.0,50.4,11.056219968868204,10.0,0.66,0.5499090833947009,0.39999999999999997,1017.86,0.0800000000000182,0.10000000000002274,89.9,0.0,0.0,14.0,0.0,0.0,69.2,0.4,0.0,0.7077777777777778,0.0025760051376376865,0.00347222222222221,2.6,0.4898979485566356,1.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.6242640687119285,0.1014611872354577,0.20710678118654763,0.770674230225704,0.07785390719815305,0.15891862259789113,-0.8660254037844386,0.0,0.0,0.5000000000000001,0.0,0.0
30,47,0.743,9,23,64,2018-11-15 04:00:00,2018-11-15 04:00:00,0.75,4,3,11,0,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,True,5,0.0,43.4,0.7999999999999999,1.0,87.8,2.5612496949731396,1.0,0.7,0.0,0.0,52.2,2.1354156504062622,2.0,15.4,0.4898979485566356,1.0,42.0,2.280350850198276,4.0,1.06,0.6406246951218786,0.30000000000000004,1017.8799999999999,0.0400000000000091,0.0,89.9,0.0,0.0,14.0,0.0,0.0,73.0,0.0,0.0,0.7494444444444445,0.0016077551253875257,0.001388888888888884,3.8,0.39999999999999997,0.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.8342416792648603,0.06356744903915641,0.0,0.5414213562373096,0.08284271247461898,0.0,-0.8660254037844386,0.0,0.0,0.5000000000000001,0.0,0.0
36,50,0.881,8,37,39,2018-11-15 05:00:00,2018-11-15 05:00:00,0.7916666666666666,5,3,11,0,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001,True,4,60.0,56.25,4.322904116447646,5.75,105.5,2.958039891549808,3.5,0.7249999999999999,0.043301270189221974,0.025000000000000022,60.0,3.082207001484488,5.5,15.75,0.4330127018922193,0.25,82.0,9.669539802906858,15.5,0.45,0.08660254037844387,0.04999999999999999,1018.3499999999999,0.05000000000001137,0.10000000000002274,89.975,0.04330127018921947,0.025000000000005684,13.0,0.0,0.0,78.25,0.82915619758885,1.25,0.7895833333333332,0.001770492886664155,0.0031250000000000444,4.5,0.5,1.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.9159756150367534,0.04995021125231486,0.09990042250462972,0.3794095225512604,0.12059047744873969,0.24118095489747937,-0.8660254037844386,0.0,0.0,0.5000000000000001,0.0,0.0
39,54,0.792,7,34,38,2018-11-15 06:00:00,2018-11-15 06:00:00,0.8333333333333334,6,3,11,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,True,5,0.0,72.0,2.756809750418044,3.0,127.8,4.791659420284375,3.0,0.7,0.0,0.0,71.6,1.4966629547095764,2.0,15.6,0.48989794855663565,1.0,89.4,0.4898979485566356,1.0,0.4,0.15491933384829665,0.10000000000000003,1018.5600000000001,0.0489897948556747,0.10000000000002274,91.06000000000002,0.048989794855660775,0.09999999999999432,12.0,0.0,0.0,88.6,1.019803902718557,1.0,0.831388888888889,0.0022990201885064987,0.00347222222222221,5.6,0.48989794855663565,1.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.9863703305156273,0.01669286779974788,0.03407417371093169,0.10352761804100837,0.12679491924311223,0.2588190451025207,-0.8660254037844386,0.0,0.0,0.5000000000000001,0.0,0.0
44,45,0.706,6,32,41,2018-11-15 07:00:00,2018-11-15 07:00:00,0.875,7,3,11,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,True,4,0.0,62.0,2.0,4.0,113.5,1.6583123951777,2.5,0.7,0.0,0.0,72.75,1.299038105676658,2.25,15.75,0.4330127018922193,0.25,89.25,0.4330127018922193,0.25,0.4,0.15811388300841897,0.25,1019.175,0.04330127018923178,0.024999999999977263,92.5,0.0,0.0,12.0,0.0,0.0,93.5,0.5,1.0,0.8741319444444445,0.001333532247893851,0.0019097222222222987,6.75,0.4330127018922193,0.25,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.9744443697168012,0.01475455002331536,0.00851854342773295,-0.19411428382689047,0.11207193402100665,0.06470476127563018,-0.8660254037844386,0.0,0.0,0.5000000000000001,0.0,0.0
35,29,0.68,6,33,42,2018-11-15 08:00:00,2018-11-15 08:00:00,0.9166666666666666,8,3,11,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,True,3,60.0,54.333333333333336,1.699673171197595,2.0,105.0,0.816496580927726,1.0,0.6999999999999998,1.1102230246251565e-16,0.0,74.66666666666667,2.494438257849294,3.0,15.333333333333334,0.4714045207910317,0.5,89.66666666666667,0.4714045207910317,0.5,0.6333333333333334,0.1699673171197595,0.19999999999999996,1019.5,0.08164965809279116,0.09999999999990905,94.53333333333335,0.04714045207910049,0.04999999999999716,12.0,0.0,0.0,94.0,0.0,0.0,0.9148148148148149,0.002556796531756301,0.0031250000000000444,7.333333333333333,0.4714045207910317,0.5,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.9326256854541918,0.04709351079761652,0.0499502112523148,-0.3392126967350137,0.11369379246736958,0.12059047744873957,-0.8660254037844387,1.1102230246251565e-16,0.0,0.5000000000000001,0.0,0.0
27,31,0.733,7,37,41,2018-11-15 09:00:00,2018-11-15 09:00:00,0.9583333333333334,9,3,11,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,True,5,60.0,44.4,0.7999999999999999,0.0,91.4,3.1999999999999997,6.0,0.6799999999999999,0.039999999999999994,0.0,75.6,3.4409301068170506,6.0,15.0,0.0,0.0,90.6,0.8,1.0,0.6799999999999999,0.34292856398964494,0.4,1019.8399999999999,0.0489897948556747,0.10000000000002274,94.8,0.0,0.0,12.0,0.0,0.0,93.0,0.0,0.0,0.9568055555555557,0.0016077551253875257,0.002777777777777768,8.4,0.48989794855663565,1.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.8024579547452821,0.07785390719815306,0.15891862259789113,-0.5828427124746189,0.10146118723545772,0.20710678118654768,-0.8660254037844386,0.0,0.0,0.5000000000000001,0.0,0.0
23,42,0.616,7,36,28,2018-11-15 13:00:00,2018-11-15 13:00:00,1.125,13,3,11,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,True,3,60.0,35.666666666666664,0.9428090415820634,1.0,70.0,2.160246899469287,2.5,0.6999999999999998,1.1102230246251565e-16,0.0,72.0,1.4142135623730951,1.5,15.333333333333334,0.4714045207910317,0.5,93.0,0.816496580927726,1.0,0.5333333333333333,0.28674417556808757,0.35,1017.4,0.0,0.0,94.90000000000002,1.4210854715202004e-14,0.0,14.0,0.0,0.0,79.66666666666667,0.4714045207910317,0.5,1.1233796296296297,0.0017322487901732138,0.002083333333333215,12.333333333333334,0.4714045207910317,0.5,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,-0.08627301503417352,0.12200846792814629,0.12940952255126045,-0.988641942096356,0.01606271952955212,0.0170370868554659,-0.8660254037844387,1.1102230246251565e-16,0.0,0.5000000000000001,0.0,0.0
21,29,0.598,7,42,25,2018-11-15 14:00:00,2018-11-15 14:00:00,1.1666666666666667,14,3,11,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,True,5,60.0,38.4,1.019803902718557,1.0,77.2,1.9390719429665317,3.0,0.7,0.0,0.0,74.0,1.7888543819998317,2.0,15.8,0.39999999999999997,0.0,91.8,1.5999999999999999,3.0,0.68,0.29257477676655586,0.09999999999999998,1017.0600000000001,0.1496662954709917,0.20000000000004547,95.0,0.0,0.0,15.0,0.0,0.0,79.4,0.4898979485566356,1.0,1.1654166666666668,0.0022990201885064827,0.003472222222222321,13.6,0.48989794855663565,1.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,-0.4035276180410081,0.11815405503520539,0.24118095489747893,-0.9059855727862907,0.04894101204495914,0.0999004225046295,-0.8660254037844386,0.0,0.0,0.5000000000000001,0.0,0.0
