hour,pm25_station,pm25_company,n_points,min_delta,std_pm25,iqr_pm25,matched
2018-11-19 00:00:00,28.0,54.5,4.0,1.0,0.9574271077563381,1.25,True
2018-11-19 01:00:00,34.0,53.0,6.0,0.0,1.3291601358251257,1.5,True
2018-11-19 02:00:00,35.0,53.0,6.0,0.0,1.8618986725025253,3.0,True
2018-11-19 03:00:00,43.0,64.0,5.0,1.0,2.16794833886788,3.0,True
2018-11-19 04:00:00,48.0,67.0,5.0,1.0,3.1144823004794877,5.0,True
2018-11-19 05:00:00,50.0,82.0,4.0,1.0,4.396968652757639,5.5,True
2018-11-19 06:00:00,58.0,79.0,4.0,2.0,9.146948489341494,6.5,True
2018-11-19 07:00:00,65.0,83.0,5.0,1.0,1.9235384061671348,2.0,True
2018-11-19 08:00:00,67.0,90.0,3.0,1.0,1.1547005383792526,1.0,True
2018-11-19 09:00:00,69.0,92.0,5.0,1.0,4.3817804600413295,8.0,True
2018-11-19 10:00:00,73.0,91.0,5.0,0.0,3.271085446759226,4.0,True
2018-11-19 11:00:00,73.0,92.0,5.0,1.0,2.863564212655269,1.0,True
2018-11-19 12:00:00,72.0,91.0,5.0,2.0,10.207840124139876,4.0,True
2018-11-19 13:00:00,75.0,88.0,3.0,0.0,1.5275252316519463,1.5,True
2018-11-19 14:00:00,82.0,86.5,2.0,3.0,3.5355339059327378,2.5,True
2018-11-19 15:00:00,73.0,80.0,2.0,2.0,1.4142135623730951,1.0,True
2018-11-19 16:00:00,71.0,81.0,4.0,2.0,5.0,4.5,True
2018-11-19 17:00:00,72.0,89.0,3.0,1.0,2.516611478423583,2.5,True
2018-11-19 18:00:00,90.0,89.0,6.0,0.0,3.920034013457876,3.5,True
2018-11-19 19:00:00,64.0,82.5,6.0,0.0,2.8284271247461903,2.5,True
2018-11-19 20:00:00,67.0,84.5,6.0,0.0,4.230839160261235,5.5,True
2018-11-19 21:00:00,77.0,91.0,5.0,0.0,3.04959013639538,3.0,True
2018-11-19 22:00:00,77.0,93.0,5.0,0.0,2.40831891575846,3.0,True
2018-11-19 23:00:00,74.0,93.0,7.0,0.0,2.4999999999999996,2.5,True
2018-11-20 00:00:00,69.0,91.0,6.0,0.0,1.9748417658131496,2.0,True
2018-11-20 01:00:00,64.0,85.0,8.0,0.0,2.232071427428534,3.0,True
2018-11-20 02:00:00,72.0,84.0,6.0,0.0,4.226897995772627,3.0,True
2018-11-20 03:00:00,63.0,71.0,5.0,1.0,1.6431676725154964,2.0,True
2018-11-20 04:00:00,56.0,68.0,4.0,0.0,3.9475730941090026,2.25,True
2018-11-20 05:00:00,48.0,64.5,4.0,1.0,3.1091263510296048,2.5,True
2018-11-20 06:00:00,54.0,66.5,6.0,0.0,5.7067211835402185,4.0,True
2018-11-20 07:00:00,50.0,69.0,5.0,1.0,2.7018512172212596,2.0,True
2018-11-20 08:00:00,57.0,87.0,4.0,1.0,3.6514837167011076,5.0,True
2018-11-20 09:00:00,70.0,105.0,5.0,0.0,2.449489742783178,3.0,True
2018-11-20 12:00:00,103.0,108.0,5.0,1.0,5.2630789467763055,6.0,True
2018-11-20 13:00:00,82.0,95.5,4.0,1.0,6.020797289396147,5.75,True
2018-11-20 14:00:00,69.0,82.5,6.0,1.0,2.422120283277994,1.75,True
2018-11-20 15:00:00,62.0,75.0,5.0,1.0,4.505552130427525,4.0,True
2018-11-20 16:00:00,54.0,64.0,5.0,1.0,1.9493588689617927,3.0,True
2018-11-20 17:00:00,58.0,71.0,6.0,0.0,2.065591117977289,1.5,True
2018-11-20 18:00:00,54.0,76.0,3.0,1.0,3.0550504633038935,3.0,True
2018-11-20 19:00:00,56.0,92.0,1.0,1.0,,0.0,True
2018-11-20 20:00:00,67.0,100.0,1.0,1.0,,0.0,True
2018-11-20 21:00:00,64.0,97.0,1.0,1.0,,0.0,True
2018-11-20 22:00:00,69.0,,,,,,False
2018-11-20 23:00:00,72.0,109.0,1.0,0.0,,0.0,True
2018-11-21 00:00:00,75.0,,,,,,False
2018-11-21 01:00:00,74.0,119.0,1.0,4.0,,0.0,True
2018-11-21 02:00:00,78.0,126.0,1.0,4.0,,0.0,True
2018-11-21 03:00:00,74.0,124.0,1.0,1.0,,0.0,True
2018-11-21 04:00:00,63.0,,,,,,False
2018-11-21 05:00:00,58.0,,,,,,False
2018-11-21 06:00:00,58.0,112.0,1.0,3.0,,0.0,True
2018-11-21 07:00:00,64.0,124.0,1.0,4.0,,0.0,True
2018-11-21 08:00:00,72.0,107.0,1.0,1.0,,0.0,True
2018-11-21 09:00:00,60.0,,,,,,False
2018-11-21 12:00:00,96.0,117.0,1.0,1.0,,0.0,True
2018-11-21 13:00:00,60.0,89.0,1.0,4.0,,0.0,True
2018-11-21 14:00:00,100.0,141.0,2.0,3.0,0.0,0.0,True
2018-11-21 15:00:00,100.0,117.0,1.0,1.0,,0.0,True
2018-11-21 16:00:00,90.0,133.0,1.0,2.0,,0.0,True
2018-11-21 17:00:00,91.0,118.0,1.0,5.0,,0.0,True
2018-11-21 18:00:00,93.0,133.0,2.0,3.0,4.242640687119285,3.0,True
2018-11-21 19:00:00,121.0,,,,,,False
2018-11-21 20:00:00,122.0,148.0,1.0,5.0,,0.0,True
2018-11-21 21:00:00,134.0,157.0,1.0,1.0,,0.0,True
2018-11-21 22:00:00,124.0,133.0,1.0,2.0,,0.0,True
2018-11-21 23:00:00,86.0,,,,,,False
2018-11-22 00:00:00,75.0,,,,,,False
2018-11-22 01:00:00,71.0,101.0,1.0,1.0,,0.0,True
2018-11-22 02:00:00,63.0,103.0,1.0,1.0,,0.0,True
2018-11-22 03:00:00,68.0,116.0,1.0,1.0,,0.0,True
2018-11-22 04:00:00,84.0,149.0,1.0,3.0,,0.0,True
2018-11-22 05:00:00,109.0,154.0,1.0,4.0,,0.0,True
2018-11-22 06:00:00,108.0,154.0,2.0,2.0,2.8284271247461903,2.0,True
2018-11-22 07:00:00,108.0,158.0,2.0,2.0,0.0,0.0,True
2018-11-22 08:00:00,105.0,,,,,,False
2018-11-22 09:00:00,112.0,132.0,1.0,1.0,,0.0,True
2018-11-22 10:00:00,81.0,,,,,,False
2018-11-22 11:00:00,79.0,90.0,2.0,3.0,4.242640687119285,3.0,True
2018-11-22 12:00:00,74.0,84.0,1.0,1.0,,0.0,True
2018-11-22 13:00:00,71.0,72.0,2.0,3.0,0.0,0.0,True
2018-11-22 14:00:00,73.0,95.0,1.0,1.0,,0.0,True
2018-11-22 15:00:00,73.0,84.0,1.0,5.0,,0.0,True
2018-11-22 16:00:00,78.0,98.5,2.0,2.0,0.7071067811865476,0.5,True
2018-11-22 17:00:00,84.0,92.0,1.0,2.0,,0.0,True
2018-11-22 18:00:00,94.0,91.0,1.0,5.0,,0.0,True
2018-11-22 19:00:00,90.0,,,,,,False
2018-11-22 20:00:00,95.0,91.0,1.0,4.0,,0.0,True
2018-11-22 21:00:00,76.0,76.0,2.0,2.0,0.0,0.0,True
2018-11-22 22:00:00,56.0,57.0,1.0,2.0,,0.0,True
2018-11-22 23:00:00,55.0,62.0,1.0,1.0,,0.0,True
2018-11-23 00:00:00,54.0,63.0,1.0,2.0,,0.0,True
2018-11-23 01:00:00,54.0,61.0,2.0,4.0,4.242640687119285,3.0,True
2018-11-23 02:00:00,50.0,64.0,1.0,5.0,,0.0,True
2018-11-23 03:00:00,61.0,68.0,2.0,1.0,0.0,0.0,True
2018-11-23 04:00:00,55.0,,,,,,False
2018-11-23 05:00:00,64.0,83.0,1.0,5.0,,0.0,True
2018-11-23 06:00:00,66.0,,,,,,False
2018-11-23 07:00:00,69.0,96.0,1.0,1.0,,0.0,True
2018-11-23 08:00:00,75.0,95.0,2.0,2.0,2.8284271247461903,2.0,True
2018-11-23 09:00:00,82.0,,,,,,False
2018-11-23 10:00:00,92.0,,,,,,False
2018-11-23 11:00:00,74.0,91.0,2.0,0.0,1.4142135623730951,1.0,True
2018-11-23 12:00:00,68.0,69.0,2.0,0.0,1.4142135623730951,1.0,True
2018-11-23 13:00:00,55.0,62.0,1.0,0.0,,0.0,True
2018-11-23 14:00:00,55.0,57.0,1.0,0.0,,0.0,True
2018-11-23 15:00:00,46.0,53.5,2.0,0.0,2.1213203435596424,1.5,True
2018-11-23 16:00:00,47.0,50.0,2.0,0.0,2.8284271247461903,2.0,True
2018-11-23 17:00:00,44.0,55.0,1.0,0.0,,0.0,True
2018-11-23 18:00:00,52.0,67.0,1.0,0.0,,0.0,True
2018-11-23 19:00:00,71.0,99.0,1.0,2.0,,0.0,True
2018-11-23 20:00:00,69.0,95.0,1.0,0.0,,0.0,True
2018-11-23 21:00:00,87.0,117.0,1.0,0.0,,0.0,True
2018-11-23 22:00:00,84.0,107.0,3.0,2.0,1.0,1.0,True
2018-11-23 23:00:00,78.0,109.0,3.0,0.0,4.041451884327382,4.0,True
2018-11-24 00:00:00,79.0,103.5,2.0,0.0,2.1213203435596424,1.5,True
2018-11-24 01:00:00,78.0,101.5,2.0,0.0,2.1213203435596424,1.5,True
2018-11-24 02:00:00,76.0,100.0,2.0,2.0,0.0,0.0,True
2018-11-24 03:00:00,67.0,98.0,1.0,1.0,,0.0,True
2018-11-24 04:00:00,69.0,89.0,1.0,0.0,,0.0,True
2018-11-24 05:00:00,58.0,88.0,3.0,0.0,5.033222956847167,5.0,True
2018-11-24 06:00:00,65.0,94.5,2.0,2.0,2.1213203435596424,1.5,True
2018-11-24 07:00:00,67.0,96.0,2.0,0.0,2.8284271247461903,2.0,True
2018-11-24 08:00:00,67.0,100.0,1.0,0.0,,0.0,True
2018-11-24 09:00:00,73.0,98.0,1.0,2.0,,0.0,True
2018-11-24 10:00:00,85.0,102.0,2.0,2.0,2.8284271247461903,2.0,True
2018-11-24 11:00:00,81.0,94.0,2.0,0.0,1.4142135623730951,1.0,True
2018-11-24 12:00:00,84.0,89.0,1.0,2.0,,0.0,True
2018-11-24 13:00:00,67.0,92.0,1.0,0.0,,0.0,True
2018-11-24 14:00:00,73.0,75.0,3.0,0.0,3.214550253664317,3.0,True
2018-11-24 15:00:00,79.0,93.0,1.0,3.0,,0.0,True
2018-11-24 16:00:00,88.0,96.0,2.0,0.0,5.656854249492381,4.0,True
2018-11-24 17:00:00,99.0,92.0,1.0,2.0,,0.0,True
2018-11-24 18:00:00,131.0,119.0,1.0,2.0,,0.0,True
2018-11-24 19:00:00,97.0,99.0,3.0,0.0,1.5275252316519463,1.5,True
2018-11-24 20:00:00,95.0,103.0,1.0,2.0,,0.0,True
2018-11-24 21:00:00,85.0,112.0,1.0,2.0,,0.0,True
2018-11-24 22:00:00,97.0,124.0,1.0,0.0,,0.0,True
2018-11-24 23:00:00,103.0,119.0,1.0,0.0,,0.0,True
2018-11-25 00:00:00,98.0,130.0,2.0,2.0,4.242640687119285,3.0,True
2018-11-25 01:00:00,105.0,140.5,2.0,0.0,2.1213203435596424,1.5,True
2018-11-25 02:00:00,110.0,144.0,1.0,2.0,,0.0,True
2018-11-25 03:00:00,117.0,152.5,2.0,2.0,6.363961030678928,4.5,True
2018-11-25 04:00:00,113.0,164.0,1.0,0.0,,0.0,True
2018-11-25 05:00:00,124.0,179.0,1.0,2.0,,0.0,True
2018-11-25 06:00:00,122.0,180.0,2.0,2.0,2.8284271247461903,2.0,True
2018-11-25 07:00:00,124.0,176.0,1.0,0.0,,0.0,True
2018-11-25 08:00:00,120.0,168.0,2.0,0.0,5.656854249492381,4.0,True
2018-11-25 09:00:00,131.0,158.0,1.0,0.0,,0.0,True
2018-11-25 10:00:00,142.0,168.0,1.0,0.0,,0.0,True
2018-11-25 11:00:00,139.0,159.0,3.0,0.0,3.0,3.0,True
2018-11-25 12:00:00,125.0,137.0,4.0,0.0,4.690415759823428,2.5,True
2018-11-25 13:00:00,107.0,101.5,2.0,2.0,6.363961030678928,4.5,True
2018-11-25 14:00:00,90.0,104.0,1.0,0.0,,0.0,True
2018-11-25 15:00:00,84.0,96.0,3.0,1.0,3.0,3.0,True
2018-11-25 16:00:00,101.0,97.0,2.0,0.0,1.4142135623730951,1.0,True
2018-11-25 17:00:00,98.0,108.0,1.0,2.0,,0.0,True
2018-11-25 18:00:00,102.0,126.0,1.0,2.0,,0.0,True
2018-11-25 19:00:00,128.0,159.5,2.0,0.0,0.7071067811865476,0.5,True
2018-11-25 20:00:00,143.0,166.0,2.0,2.0,2.8284271247461903,2.0,True
2018-11-25 21:00:00,142.0,177.0,2.0,0.0,8.48528137423857,6.0,True
2018-11-25 22:00:00,142.0,181.0,1.0,0.0,,0.0,True
2018-11-25 23:00:00,140.0,190.0,1.0,2.0,,0.0,True
2018-11-26 00:00:00,134.0,178.0,2.0,0.0,2.8284271247461903,2.0,True
2018-11-26 01:00:00,133.0,183.5,2.0,0.0,0.7071067811865476,0.5,True
2018-11-26 02:00:00,118.0,176.0,1.0,0.0,,0.0,True
2018-11-26 03:00:00,117.0,173.0,2.0,2.0,7.0710678118654755,5.0,True
2018-11-26 04:00:00,110.0,166.0,2.0,0.0,2.8284271247461903,2.0,True
2018-11-26 05:00:00,106.0,167.5,2.0,3.0,0.7071067811865476,0.5,True
2018-11-26 06:00:00,106.0,160.0,1.0,0.0,,0.0,True
2018-11-26 07:00:00,100.0,164.0,3.0,0.0,3.4641016151377544,3.0,True
2018-11-26 08:00:00,96.0,161.0,1.0,0.0,,0.0,True
2018-11-26 09:00:00,98.0,176.0,1.0,2.0,,0.0,True
2018-11-26 10:00:00,101.0,144.0,1.0,0.0,,0.0,True
2018-11-26 11:00:00,104.0,138.0,3.0,0.0,4.163331998932262,4.0,True
2018-11-26 12:00:00,117.0,133.0,2.0,0.0,8.48528137423857,6.0,True
2018-11-26 13:00:00,129.0,129.5,2.0,2.0,10.606601717798213,7.5,True
2018-11-26 14:00:00,143.0,133.0,2.0,0.0,4.242640687119285,3.0,True
2018-11-26 15:00:00,155.0,147.0,1.0,2.0,,0.0,True
2018-11-26 16:00:00,168.0,158.0,1.0,0.0,,0.0,True
2018-11-26 17:00:00,164.0,163.0,1.0,1.0,,0.0,True
2018-11-26 18:00:00,152.0,178.0,3.0,0.0,1.0,1.0,True
2018-11-26 19:00:00,144.0,178.5,2.0,2.0,2.1213203435596424,1.5,True
2018-11-26 20:00:00,140.0,181.5,2.0,0.0,2.1213203435596424,1.5,True
2018-11-26 21:00:00,127.0,178.0,3.0,2.0,7.211102550927978,7.0,True
2018-11-26 22:00:00,79.0,142.0,1.0,1.0,,0.0,True
2018-11-26 23:00:00,54.0,118.0,2.0,0.0,4.242640687119285,3.0,True
2018-11-27 00:00:00,45.0,100.0,2.0,2.0,1.4142135623730951,1.0,True
2018-11-27 01:00:00,39.0,93.0,1.0,2.0,,0.0,True
2018-11-27 02:00:00,43.0,91.0,2.0,0.0,4.242640687119285,3.0,True
2018-11-27 03:00:00,44.0,85.0,1.0,1.0,,0.0,True
2018-11-27 04:00:00,36.0,89.0,1.0,0.0,,0.0,True
2018-11-27 05:00:00,42.0,90.0,1.0,0.0,,0.0,True
2018-11-27 06:00:00,46.0,96.0,1.0,2.0,,0.0,True
2018-11-27 07:00:00,45.0,92.0,1.0,0.0,,0.0,True
2018-11-27 08:00:00,51.0,87.0,2.0,0.0,2.8284271247461903,2.0,True
2018-11-27 09:00:00,55.0,83.5,2.0,2.0,7.7781745930520225,5.5,True
2018-11-27 10:00:00,72.0,92.0,1.0,0.0,,0.0,True
2018-11-27 11:00:00,87.0,92.0,2.0,1.0,5.656854249492381,4.0,True
2018-11-27 12:00:00,85.0,92.0,1.0,0.0,,0.0,True
2018-11-27 13:00:00,78.0,95.0,1.0,0.0,,0.0,True
2018-11-27 14:00:00,82.0,99.0,1.0,1.0,,0.0,True
2018-11-27 15:00:00,89.0,100.0,1.0,0.0,,0.0,True
2018-11-27 16:00:00,87.0,94.0,1.0,0.0,,0.0,True
2018-11-27 17:00:00,95.0,123.0,1.0,2.0,,0.0,True
2018-11-27 18:00:00,139.0,143.0,2.0,0.0,0.0,0.0,True
2018-11-27 19:00:00,134.0,133.0,2.0,0.0,7.0710678118654755,5.0,True
2018-11-27 20:00:00,121.0,127.0,1.0,2.0,,0.0,True
2018-11-27 21:00:00,115.0,137.0,1.0,0.0,,0.0,True
2018-11-27 22:00:00,102.0,118.5,2.0,0.0,7.7781745930520225,5.5,True
2018-11-27 23:00:00,91.0,112.0,1.0,2.0,,0.0,True
2018-11-28 00:00:00,89.0,125.0,2.0,1.0,2.8284271247461903,2.0,True
2018-11-28 01:00:00,84.0,125.5,2.0,0.0,2.1213203435596424,1.5,True
2018-11-28 02:00:00,86.0,120.0,1.0,2.0,,0.0,True
2018-11-28 03:00:00,86.0,116.0,1.0,1.0,,0.0,True
2018-11-28 04:00:00,84.0,136.0,3.0,0.0,2.6457513110645907,2.5,True
2018-11-28 05:00:00,92.0,153.0,2.0,0.0,1.4142135623730951,1.0,True
2018-11-28 06:00:00,103.0,157.0,2.0,2.0,1.4142135623730951,1.0,True
2018-11-28 07:00:00,111.0,182.0,1.0,2.0,,0.0,True
2018-11-28 08:00:00,119.0,184.0,1.0,0.0,,0.0,True
2018-11-28 09:00:00,100.0,193.0,2.0,0.0,1.4142135623730951,1.0,True
2018-11-28 10:00:00,128.0,191.0,3.0,1.0,8.9628864398325,8.0,True
2018-11-28 11:00:00,125.0,138.0,1.0,0.0,,0.0,True
2018-11-28 12:00:00,102.0,130.0,10.0,0.0,2.9154759474226486,3.75,True
2018-11-28 18:00:00,99.0,115.0,2.0,0.0,9.899494936611665,7.0,True
2018-11-28 19:00:00,136.0,116.0,1.0,0.0,,0.0,True
2018-11-28 20:00:00,143.0,128.0,11.0,0.0,2.802596198981482,5.0,True
2018-11-28 21:00:00,140.0,137.0,11.0,0.0,3.945077485124516,4.5,True
2018-11-28 22:00:00,144.0,144.0,11.0,0.0,3.5624302226021354,6.0,True
2018-11-28 23:00:00,146.0,153.0,11.0,0.0,4.118693526306164,7.0,True
2018-11-29 00:00:00,145.0,172.0,11.0,0.0,3.618136134933162,5.0,True
2018-11-29 01:00:00,153.0,172.0,11.0,0.0,4.6981621164799385,7.0,True
2018-11-29 02:00:00,142.0,178.0,11.0,0.0,4.445631154699675,5.5,True
2018-11-29 03:00:00,138.0,173.5,10.0,1.0,5.043147165543891,8.75,True
2018-11-29 04:00:00,119.0,166.0,10.0,0.0,7.248754682319191,8.5,True
2018-11-29 05:00:00,128.0,153.0,10.0,0.0,4.396968652757641,7.5,True
2018-11-29 06:00:00,99.0,144.0,11.0,0.0,3.080731908314828,1.5,True
